Restriction Type,Parking Spaces,Road Name,Postcode,Non-diesel Tariff,Diesel Tariff,Unique Identifier
paid-for,3.0,Abbey Road,NW6 4SL,3.84,4.65,46043537
paid-for,3.0,Abbey Road,NW6 4DL,3.84,4.65,46043543
paid-for,3.0,Adelaide Road,NW3 3RY,3.84,4.65,46047167
paid-for,2.0,Adelaide Road,NW3 3RY,3.84,4.65,46047166
paid-for,7.0,Adelaide Road,NW3 3HH,3.84,4.65,46045860
paid-for,3.0,Adelaide Road,NW3 3XX,3.84,4.65,46047165
paid-for,4.0,Agar Grove,NW1 9GP,3.84,4.65,46132420
paid-for,2.0,Agar Grove,NW1 9SY,3.84,4.65,46132422
paid-for / resident permit holders,10.0,Ajax Road,NW6 1DU,2.38,2.89,46044070
paid-for (buses),2.0,Albany Street,NW1 4DT,8.39,8.39,46047694
paid-for,4.0,Albert Street,NW1 7NR,4.83,5.87,46131624
paid-for / permit holders,4.0,Albert Street,NW1 7NE,4.83,5.87,46047840
paid-for / permit holders,9.0,Albert Street,NW1 7NB,4.83,5.87,46048135
paid-for,4.0,Albert Street,NW1 7RX,4.83,5.87,46131616
paid-for / resident permit holders,4.0,Albert Street,NW1 7NR,4.83,5.87,46131623
paid-for,2.0,Albert Street,NW1 7RP,4.83,5.87,46047543
paid-for,4.0,Aldenham Street,NW1 1AS,4.83,5.87,46049503
paid-for,5.0,Aldenham Street,NW1 1PS,4.83,5.87,46133900
paid-for,2.0,Aldred Road,NW6 1AE,2.38,2.89,46044040
paid-for / resident permit holders,8.0,Alexandra Place,NW8 0DY,3.84,4.65,46043445
paid-for,3.0,Alvanley Gardens,NW6 1JD,3.84,4.65,46133883
paid-for / resident permit holders,30.0,Alvanley Gardens,NW6 1JD,3.84,4.65,46044570
paid-for,22.0,Alvanley Gardens,NW3 6HJ,3.84,4.65,46133885
paid-for,3.0,Ampton Place,WC1X 0LZ,6.63,8.06,46043220
paid-for,2.0,Argyle Square,WC1H 8AL,6.63,8.06,46043211
paid-for,3.0,Argyle Square,WC1H 8AS,6.63,8.06,46043207
paid-for,5.0,Argyle Street,WC1H 8EJ,6.63,8.06,46043213
paid-for,3.0,Argyle Street,WC1H 8EE,6.63,8.06,46043206
paid-for,4.0,Arlington Road,NW1 7HD,4.83,5.87,46048181
paid-for,6.0,Arlington Road,NW1 7LL,4.83,5.87,46047754
paid-for,2.0,Arlington Road,NW1 7HT,4.83,5.87,46047749
paid-for,5.0,Arlington Road,NW1 7EX,4.83,5.87,46048134
paid-for,10.0,Arlington Road,NW1 7EX,4.83,5.87,46048140
paid-for,2.0,Arlington Road,NW1 7HL,4.83,5.87,46048178
paid-for,4.0,Arlington Road,NW1 7RD,4.83,5.87,46047755
paid-for / resident permit holders,2.0,Arlington Road,NW1 7HP,4.83,5.87,46127863
paid-for,4.0,Arlington Road,NW1 7HP,4.83,5.87,46048132
paid-for,3.0,Arlington Road,NW1 7HX,4.83,5.87,46047756
paid-for / resident permit holders,3.0,Arlington Road,NW1 7LG,4.83,5.87,46134349
paid-for,3.0,Arlington Road,NW1 7LD,4.83,5.87,46132871
paid-for,4.0,Arlington Road,NW1 7ES,4.83,5.87,46132873
paid-for,5.0,Augustus Street,NW1 3TH,4.83,5.87,46047647
paid-for,3.0,Augustus Street,NW1 3TH,4.83,5.87,46047649
paid-for,2.0,Back Hill,EC1R 5HT,6.63,8.06,46042823
paid-for,1.0,Bainbridge Street,WC1A 1HB,6.63,8.06,46036172
paid-for,2.0,Bainbridge Street,WC1A 1HB,6.63,8.06,46036173
paid-for / permit holders,4.0,Barker Drive,NW1 0JW,4.83,5.87,46049632
paid-for,6.0,Barnby Street,NW1 2RS,4.83,5.87,46049501
paid-for,2.0,Barter Street,WC1A 2ED,6.63,8.06,46042702
paid-for,2.0,Barter Street,WC1A 2AH,6.63,8.06,46042703
paid-for,4.0,Bartholomew Road,NW1 9JJ,3.84,4.65,46048600
paid-for,7.0,Bartholomew Road,NW5 2BJ,3.84,4.65,46045418
paid-for,5.0,Bartholomew Road,NW5 2BJ,3.84,4.65,46045419
paid-for,6.0,Bartholomew Villas,NW5 2LL,3.84,4.65,46048678
paid-for,3.0,Bayham Street,NW1 0AT,4.83,5.87,46048149
paid-for,8.0,Bayham Street,NW1 0EY,4.83,5.87,46047773
paid-for,4.0,Bayham Street,NW1 0AA,4.83,5.87,46047799
paid-for,7.0,Bayham Street,NW1 0BS,4.83,5.87,46128101
paid-for,4.0,Bayham Street,NW1 0BD,4.83,5.87,46048146
paid-for,1.0,Bayham Street,NW1 0AA,4.83,5.87,46047549
paid-for,4.0,Bayham Street,NW1 0AB,4.83,5.87,46047792
paid-for,6.0,Baynes Street,NW1 0TL,4.83,5.87,46049593
paid-for,2.0,Bedford Avenue,WC1B 3GH,6.63,8.06,46129338
paid-for,3.0,Bedford Place,WC1B 5AH,6.63,8.06,46035875
paid-for,5.0,Bedford Place,WC1B 5JT,6.63,8.06,46133992
paid-for,3.0,Bedford Place,WC1B 5JJ,6.63,8.06,46035878
paid-for,1.0,Bedford Row,WC1R 4QR,6.63,8.06,46042958
paid-for,6.0,Bedford Row,WC1R 4HE,6.63,8.06,46042837
paid-for,2.0,Bedford Row,WC1R 4BZ,6.63,8.06,46042957
paid-for,1.0,Bedford Row,WC1R 4QR,6.63,8.06,46042956
paid-for,1.0,Bedford Row,WC1R 4BZ,6.63,8.06,46043053
paid-for,6.0,Bedford Row,WC1R 4JH,6.63,8.06,46042783
paid-for,7.0,Bedford Square,WC1B 3JS,6.63,8.06,46035932
paid-for,8.0,Bedford Square,WC1B 3DR,6.63,8.06,46035933
paid-for,8.0,Bedford Square,WC1B 3HN,6.63,8.06,46036285
paid-for (buses),4.0,Bedford Way,WC1H 0DB,8.39,8.39,46128938
paid-for (buses),1.0,Bedford Way,WC1H 0AL,8.39,8.39,46035889
paid-for (buses),1.0,Bedford Way,WC1H 0AL,8.39,8.39,46036211
paid-for,1.0,Bedford Way,WC1H 0AL,6.63,8.06,46036210
paid-for,5.0,Bedford Way,WC1H 0AP,6.63,8.06,46035903
paid-for,7.0,Bedford Way,WC1H 0AP,6.63,8.06,46035891
paid-for / resident permit holders,5.0,Belmont Street,NW1 8HJ,3.84,4.65,46131714
paid-for,3.0,Belmont Street,NW1 8HN,3.84,4.65,46045910
paid-for / resident permit holders,5.0,Belmont Street,NW1 8HJ,3.84,4.65,46131713
paid-for / resident permit holders,3.0,Belsize Grove,NW3 4TX,3.84,4.65,46133500
paid-for,2.0,Belsize Lane,NW3 4QB,3.84,4.65,46048996
paid-for,3.0,Belsize Lane,NW3 4PS,3.84,4.65,46049263
paid-for,2.0,Belsize Lane,NW3 5AE,3.84,4.65,46049043
paid-for,6.0,Belsize Lane,NW3 5AS,3.84,4.65,46049252
paid-for,4.0,Belsize Lane,NW3 5BJ,3.84,4.65,46035622
paid-for,5.0,Belsize Lane,NW3 5AR,3.84,4.65,46035579
paid-for,7.0,Belsize Park Gardens,NW3 4NJ,3.84,4.65,46047354
paid-for,4.0,Belsize Park Gardens,NW3 4LB,3.84,4.65,46134310
paid-for,4.0,Belsize Road,NW6 4BT,3.84,4.65,46043507
paid-for,2.0,Belsize Road,NW6 4DT,3.84,4.65,46133262
paid-for,2.0,Belsize Road,NW6 4AD,3.84,4.65,46043701
paid-for,4.0,Belsize Road,NW6 4AA,3.84,4.65,46043509
paid-for,3.0,Belsize Road,NW6 4RP,3.84,4.65,46046656
paid-for,2.0,Belsize Road,NW6 4BT,3.84,4.65,46043570
paid-for,3.0,Belsize Road,NW6 4AD,3.84,4.65,46043544
paid-for,2.0,Belsize Terrace,NW3 4AX,3.84,4.65,46132240
paid-for,8.0,Belsize Terrace,NW3 4AX,3.84,4.65,46047395
paid-for,2.0,Bernard Street,WC1N 1LJ,6.63,8.06,46036282
paid-for,8.0,Bernard Street,WC1N 1LN,6.63,8.06,46036209
paid-for / resident permit holders,8.0,Bertram Street,N19 5DQ,3.84,4.65,46044836
paid-for,3.0,Bidborough Street,WC1H 9NP,6.63,8.06,46133260
paid-for,4.0,Bidborough Street,WC1H 9BB,6.63,8.06,46043128
paid-for,2.0,Bidborough Street,WC1H 9BB,6.63,8.06,46043130
paid-for,3.0,Birchington Road,NW6 4LH,3.84,4.65,46043662
paid-for,5.0,Blackburn Road,NW6 1SA,3.84,4.65,46044401
paid-for / resident permit holders,1.0,Bloomsbury Place,WC1A 2QL,6.63,8.06,46128344
paid-for / resident permit holders,1.0,Bloomsbury Square,WC1A 2PJ,6.63,8.06,46128343
paid-for,3.0,Bloomsbury Square,WC1A 2NS,6.63,8.06,46036311
paid-for,6.0,Bonny Street,NW1 9PE,4.83,5.87,46132182
paid-for,1.0,Boswell Street,WC1N 3PZ,6.63,8.06,46042795
paid-for,4.0,Boswell Street,WC1N 3PZ,6.63,8.06,46042794
paid-for,3.0,Boundary Road,NW8 0RX,3.84,4.65,46046659
paid-for / permit holders,7.0,Boundary Road,NW8 0RH,3.84,4.65,46043451
paid-for,4.0,Boundary Road,NW8 0HG,3.84,4.65,46043575
paid-for,1.0,Brecknock Road,N7 0BT,3.84,4.65,46045605
paid-for,2.0,Brecknock Road,N7 0FL,3.84,4.65,46045468
paid-for / permit holders,4.0,Brecknock Road,N19 5AA,3.84,4.65,46045276
loading / paid-for,4.0,Brecknock Road,N7 0BL,3.84,4.65,46045473
paid-for,6.0,Brecknock Road,N7 0BL,3.84,4.65,46045474
paid-for,3.0,Brecknock Road,N7 0BT,3.84,4.65,46130169
paid-for,4.0,Britannia Street,WC1X 9JF,6.63,8.06,46043221
paid-for,2.0,Britannia Street,WC1X 9JG,6.63,8.06,46043201
paid-for,3.0,Britannia Street,WC1X 8BG,6.63,8.06,46043345
paid-for / resident permit holders,7.0,Broadhurst Gardens,NW6 3QT,3.84,4.65,46046708
paid-for / resident permit holders,2.0,Broadhurst Gardens,NW6 3AU,3.84,4.65,46134804
paid-for / permit holders,18.0,Broadhurst Gardens,NW6 3BQ,3.84,4.65,46044244
paid-for / resident permit holders,8.0,Broadhurst Gardens,NW6 3QT,3.84,4.65,46046537
paid-for,4.0,Broadhurst Gardens,NW6 3BQ,3.84,4.65,46134163
paid-for,4.0,Broadhurst Gardens,NW6 3BS,3.84,4.65,46046538
paid-for / permit holders,3.0,Broadhurst Gardens,NW6 3AU,3.84,4.65,46044241
paid-for / resident permit holders,2.0,Broomsleigh Street,NW6 1NH,2.38,2.89,46044646
paid-for / resident permit holders,4.0,Broomsleigh Street,NW6 1NH,2.38,2.89,46044233
paid-for,1.0,Buck Street,NW1 8NS,4.83,5.87,46132174
paid-for,6.0,Buck Street,NW1 9NR,4.83,5.87,46042317
paid-for,1.0,Bucknall Street,WC1A 1DE,6.63,8.06,46042734
paid-for,2.0,Bucknall Street,WC2H 8AJ,6.63,8.06,46042735
paid-for / permit holders,5.0,Burgess Hill,NW2 2BY,2.38,2.89,46044199
paid-for,4.0,Burghley Road,NW5 1UD,3.84,4.65,46045488
paid-for / permit holders,2.0,Burrard Road,NW6 1DT,2.38,2.89,46130220
paid-for,3.0,Burton Street,WC1H 9AL,6.63,8.06,46043302
paid-for,2.0,Burton Street,WC1H 9AH,6.63,8.06,46043301
paid-for,1.0,Bury Place,WC1A 2JU,6.63,8.06,46042692
paid-for,5.0,Camden Park Road,NW1 9BG,3.84,4.65,46048488
paid-for,4.0,Camden Square,NW1 9XB,3.84,4.65,46048439
paid-for,10.0,Camden Square,NW1 9XB,3.84,4.65,46048438
paid-for,7.0,Camden Street,NW1 9PT,4.83,5.87,46048296
paid-for,2.0,Camden Street,NW1 0HN,4.83,5.87,46049618
paid-for,3.0,Camden Street,NW1 0LE,4.83,5.87,46049609
paid-for,3.0,Camden Street,NW1 0LE,4.83,5.87,46049608
paid-for,2.0,Camden Street,NW1 0EG,4.83,5.87,46049619
paid-for,3.0,Camden Street,NW1 0JA,4.83,5.87,46047960
paid-for,3.0,Camden Street,NW1 9PT,4.83,5.87,46048295
paid-for,3.0,Camden Street,NW1 9PA,4.83,5.87,46048297
paid-for,5.0,Camden Terrace,NW1 9BP,3.84,4.65,46048479
paid-for / permit holders,6.0,Camley Street,NW1 0XF,4.83,5.87,46131606
paid-for / permit holders,6.0,Camley Street,NW1 0XL,4.83,5.87,46126634
paid-for,7.0,Carey Street,WC2A 2JB,6.63,8.06,46042711
paid-for,3.0,Cartwright Gardens,WC1H 9EN,6.63,8.06,46133035
paid-for,3.0,Castle Road,NW1 8SX,3.84,4.65,46045537
paid-for / permit holders,7.0,Castle Road,NW1 8PR,3.84,4.65,46048279
paid-for,2.0,Castle Road,NW1 8PR,3.84,4.65,46045552
paid-for,2.0,Castlehaven Road,NW1 8QD,3.84,4.65,46134830
paid-for,3.0,Castlehaven Road,NW1 8QU,4.83,5.87,46047917
paid-for,3.0,Castlehaven Road,NW1 8SJ,3.84,4.65,46045556
paid-for,2.0,Castlehaven Road,NW1 8PU,3.84,4.65,46048272
paid-for,4.0,Castlehaven Road,NW1 8QB,3.84,4.65,46134832
paid-for,1.0,Castlehaven Road,NW1 8QU,4.83,5.87,46132179
paid-for,2.0,Castlehaven Road,NW1 8PX,3.84,4.65,46048266
paid-for,8.0,Castlehaven Road,NW1 8RJ,3.84,4.65,46048245
paid-for,1.0,Catton Street,WC1B 4AE,6.63,8.06,46042992
paid-for,3.0,Caversham Road,NW5 2DX,3.84,4.65,46128067
paid-for,2.0,Caversham Road,NW5 2DX,3.84,4.65,46128065
paid-for,2.0,Caversham Road,NW5 2DX,3.84,4.65,46128069
paid-for / permit holders,6.0,Chalcot Road,NW1 8JL,4.83,5.87,46048089
paid-for / permit holders,15.0,Chalcot Road,NW1 8LL,4.83,5.87,46048016
paid-for / permit holders,5.0,Chalcot Road,NW1 8LH,4.83,5.87,46048093
paid-for / permit holders,6.0,Chalcot Road,NW1 8LY,4.83,5.87,46048094
paid-for / permit holders,3.0,Chalcot Road,NW1 8JL,4.83,5.87,46048090
paid-for / permit holders,12.0,Chalcot Road,NW1 8LS,4.83,5.87,46048015
paid-for / permit holders,29.0,Chalcot Road,NW1 8LH,4.83,5.87,46048091
loading / paid-for,3.0,Chalk Farm Road,NW1 8EH,3.84,4.65,46131711
paid-for,5.0,Chalton Street,NW1 1QU,4.83,5.87,46049507
paid-for,4.0,Chalton Street,NW1 2AL,4.83,5.87,46049550
paid-for,3.0,Chalton Street,NW1 1PA,4.83,5.87,46049509
paid-for / permit holders,3.0,Chalton Street,NW1 1HS,4.83,5.87,46049554
paid-for,4.0,Chalton Street,NW1 1NP,4.83,5.87,46049452
paid-for,4.0,Chalton Street,NW1 1TU,4.83,5.87,46049627
paid-for,6.0,Chalton Street,NW1 1JB,4.83,5.87,46049553
paid-for,3.0,Chalton Street,NW1 1JD,4.83,5.87,46049552
paid-for,6.0,Chalton Street,NW1 1SP,4.83,5.87,46049534
paid-for,4.0,Chalton Street,NW1 1JD,4.83,5.87,46049551
paid-for,3.0,Chalton Street,NW1 1TU,4.83,5.87,46049451
paid-for,3.0,Charlotte Street,W1T 4PP,6.63,8.06,46035801
paid-for,5.0,Charlotte Street,W1T 4DF,6.63,8.06,46036121
paid-for,2.0,Charlotte Street,W1T 2NS,6.63,8.06,46035942
paid-for,9.0,Charrington Street,NW1 1RS,4.83,5.87,46049589
paid-for,6.0,Charrington Street,NW1 1RD,4.83,5.87,46049579
paid-for,1.0,Chenies Street,WC1E 7ET,6.63,8.06,46131802
paid-for,2.0,Chenies Street,WC1E 7AP,6.63,8.06,46131803
paid-for,6.0,Chenies Street,WC1E 7PA,6.63,8.06,46131310
paid-for,1.0,Chenies Street,WC1E 7EY,6.63,8.06,46036067
paid-for / resident permit holders,4.0,Chester Road,N19 5BU,3.84,4.65,46045054
paid-for / permit holders,4.0,Chester Road,N19 5BZ,3.84,4.65,46127053
paid-for / resident permit holders,12.0,Chetwynd Road,NW5 1BU,3.84,4.65,46044902
paid-for,5.0,Chitty Street,W1T 4QS,6.63,8.06,46035917
paid-for,4.0,Church Row,NW3 6UU,4.83,5.87,46034960
paid-for,3.0,Church Row,NW3 6UR,4.83,5.87,46133061
paid-for,6.0,Church Row,NW3 6UU,4.83,5.87,46034961
paid-for,4.0,Church Row,NW3 6UU,4.83,5.87,46034957
paid-for,1.0,Cleveland Street,W1T 6AB,6.63,8.06,46036043
paid-for,1.0,Cleveland Street,W1T 6PQ,6.63,8.06,46134727
paid-for,3.0,Cleveland Street,W1T 6NL,6.63,8.06,46036030
paid-for,6.0,Constantine Road,NW3 2LL,3.84,4.65,46046285
paid-for,2.0,Conway Street,W1T 6BN,6.63,8.06,46036027
paid-for,1.0,Conway Street,W1T 6BN,6.63,8.06,46036028
paid-for,2.0,Coram Street,WC1N 1HA,6.63,8.06,46036192
paid-for,2.0,Cotleigh Road,NW6 2NP,2.38,2.89,46043643
paid-for,7.0,Cranleigh Street,NW1 1PH,4.83,5.87,46049513
paid-for,5.0,Crestfield Street,WC1H 8AT,6.63,8.06,46043210
paid-for / resident permit holders,3.0,Croftdown Road,N19 5BU,3.84,4.65,46044841
paid-for / resident permit holders,5.0,Croftdown Road,NW5 1HF,3.84,4.65,46045115
paid-for / resident permit holders,4.0,Croftdown Road,NW5 1HF,3.84,4.65,46044772
loading / paid-for,5.0,Crogsland Road,NW1 8QJ,3.84,4.65,46131712
paid-for,3.0,Cromer Street,WC1H 8LP,6.63,8.06,46043080
paid-for,4.0,Cromer Street,WC1H 9PA,6.63,8.06,46043215
paid-for,3.0,Crowndale Road,NW1 1TN,4.83,5.87,46132290
paid-for,4.0,Daleham Gardens,NW3 5DE,3.84,4.65,46035574
paid-for,4.0,Daleham Gardens,NW3 5AU,3.84,4.65,46128580
paid-for,1.0,Dane Street,WC1R 4QF,6.63,8.06,46042564
paid-for / resident permit holders,7.0,Dartmouth Park Avenue,NW5 1JP,3.84,4.65,46045050
paid-for / resident permit holders,2.0,Dartmouth Park Road,NW5 1JB,3.84,4.65,46127663
paid-for,3.0,Denmark Street,WC2H 8NJ,6.63,8.06,46134750
paid-for / resident permit holders,8.0,Dennington Park Road,NW6 1BA,3.84,4.65,46044372
paid-for,7.0,Dennington Park Road,NW6 1XN,3.84,4.65,46044640
paid-for,3.0,Dombey Street,WC1N 3PD,6.63,8.06,46042798
paid-for,3.0,Doric Way,NW1 1LB,4.83,5.87,46049336
paid-for / resident permit holders,6.0,Dornfell Street,NW6 1NN,2.38,2.89,46044034
paid-for,2.0,Doughty Street,WC1N 2JS,6.63,8.06,46042516
paid-for / resident permit holders,4.0,Doughty Street,WC1N 2JT,6.63,8.06,46042515
paid-for / resident permit holders,2.0,Doughty Street,WC1N 2JT,6.63,8.06,46042812
paid-for / resident permit holders,7.0,Doughty Street,WC1N 2AA,6.63,8.06,46043119
paid-for / resident permit holders,5.0,Doughty Street,WC1N 2AA,6.63,8.06,46043120
paid-for / resident permit holders,3.0,Doughty Street,WC1N 2LH,6.63,8.06,46042813
paid-for / resident permit holders,1.0,Doughty Street,WC1N 2AA,6.63,8.06,46043286
paid-for,5.0,Downshire Hill,NW3 1TH,4.83,5.87,46048885
paid-for,1.0,Downshire Hill,NW3 2RJ,4.83,5.87,46132883
paid-for,2.0,Downshire Hill,NW3 2RJ,4.83,5.87,46048886
paid-for,5.0,Downshire Hill,NW3 1PA,4.83,5.87,46048903
paid-for,4.0,Downshire Hill,NW3 1PA,4.83,5.87,46049100
paid-for,9.0,Downshire Hill,NW3 1TH,4.83,5.87,46049007
paid-for,1.0,Downshire Hill,NW3 1NH,4.83,5.87,46048881
paid-for,2.0,Drummond Crescent,NW1 1LD,4.83,5.87,46049529
paid-for,2.0,Drummond Street,NW1 3HP,4.83,5.87,46133927
paid-for,5.0,Drummond Street,NW1 2HL,4.83,5.87,46047523
paid-for,2.0,Drummond Street,NW1 3FG,4.83,5.87,46047690
paid-for,2.0,Drummond Street,NW1 3FF,4.83,5.87,46047689
paid-for,3.0,Drummond Street,NW1 2HL,4.83,5.87,46047524
paid-for,2.0,Drummond Street,NW1 2HL,4.83,5.87,46047726
paid-for,2.0,Drummond Street,NW1 3FF,4.83,5.87,46047812
paid-for,1.0,Drummond Street,NW1 3FF,4.83,5.87,46131600
paid-for,4.0,Drury Lane,WC2B 5PF,6.63,8.06,46043046
paid-for / permit holders,5.0,Dumpton Place,NW1 8JB,4.83,5.87,46047999
paid-for / permit holders,2.0,Dumpton Place,NW1 8JB,4.83,5.87,46047998
paid-for,2.0,Eagle Street,WC1R 4NY,6.63,8.06,46042565
paid-for,2.0,Eagle Street,WC1R 4FS,6.63,8.06,46042948
paid-for,2.0,Ebbsfleet Road,NW2 3EP,2.38,2.89,46043812
paid-for,3.0,Ebbsfleet Road,NW2 3EL,2.38,2.89,46043813
paid-for,2.0,Elm Street,WC1X 0BD,6.63,8.06,46042828
paid-for / permit holders,8.0,Elsworthy Rise,NW3 3SE,4.83,5.87,46129733
paid-for / permit holders,9.0,Elsworthy Terrace,NW3 3DR,4.83,5.87,46046898
paid-for / permit holders,15.0,Elsworthy Terrace,NW3 3DR,4.83,5.87,46046899
paid-for,3.0,Endell Street,WC2H 9RE,6.63,8.06,46042756
paid-for,3.0,Endell Street,WC2H 9BB,6.63,8.06,46042759
paid-for,1.0,Endsleigh Gardens,WC1H 0EG,6.63,8.06,46131296
paid-for,4.0,Endsleigh Gardens,WC1H 0QB,6.63,8.06,46036216
paid-for,3.0,Endsleigh Gardens,NW1 2BJ,6.63,8.06,46036217
paid-for,5.0,Endsleigh Street,WC1H 0DH,6.63,8.06,46035896
paid-for,1.0,Endsleigh Street,WC1H 9HG,6.63,8.06,46036218
paid-for,5.0,Endsleigh Street,WC1H 0EH,6.63,8.06,46036238
paid-for,9.0,England's Lane,NW3 4UE,3.84,4.65,46047160
paid-for / resident permit holders,4.0,England's Lane,NW3 4RP,3.84,4.65,46133490
paid-for,2.0,England's Lane,NW3 4YD,3.84,4.65,46047159
paid-for,10.0,England's Lane,NW3 4TG,3.84,4.65,46047161
paid-for / permit holders,1.0,Erskine Road,NW1 8UT,4.83,5.87,46134498
paid-for / permit holders,2.0,Erskine Road,NW3 3AJ,4.83,5.87,46048051
paid-for / permit holders,2.0,Erskine Road,NW3 3AJ,4.83,5.87,46134591
paid-for / permit holders,1.0,Erskine Road,NW3 3AJ,4.83,5.87,46134495
paid-for / permit holders,4.0,Erskine Road,NW3 3AJ,4.83,5.87,46134593
paid-for / permit holders,4.0,Erskine Road,NW1 8UT,4.83,5.87,46048054
paid-for,4.0,Eton Avenue,NW3 3ET,3.84,4.65,46047332
paid-for,3.0,Eton Avenue,NW3 3HY,3.84,4.65,46047432
paid-for,3.0,Eton Avenue,NW3 3HJ,3.84,4.65,46047323
paid-for,6.0,Eton Road,NW3 4SU,3.84,4.65,46045867
paid-for / resident permit holders,3.0,Eton Road,NW3 4SN,3.84,4.65,46133484
paid-for / resident permit holders,2.0,Eton Road,NW3 4SN,3.84,4.65,46133486
paid-for,2.0,Eton Road,NW3 4SN,3.84,4.65,46133485
paid-for,2.0,Euston Street,NW1 2EZ,4.83,5.87,46047711
paid-for,2.0,Euston Street,NW1 2EZ,4.83,5.87,46047710
paid-for,9.0,Eversholt Street,NW1 1BE,4.83,5.87,46131586
paid-for,1.0,Eversholt Street,NW1 1BA,4.83,5.87,46131585
paid-for / resident permit holders,17.0,Fairfax Road,NW6 4EH,3.84,4.65,46046929
paid-for / resident permit holders,16.0,Fairfax Road,NW6 4EB,3.84,4.65,46046937
paid-for,1.0,Fairhazel Gardens,NW6 3QG,3.84,4.65,46043601
paid-for / resident permit holders,4.0,Fairhazel Gardens,NW6 3SG,3.84,4.65,46133103
paid-for,3.0,Fairhazel Gardens,NW6 3QE,3.84,4.65,46046811
paid-for / resident permit holders,5.0,Fairhazel Gardens,NW6 3QE,3.84,4.65,46133282
paid-for,3.0,Falkland Road,NW5 2ET,3.84,4.65,46045177
paid-for,2.0,Fawley Road,NW6 1UY,3.84,4.65,46133052
paid-for,4.0,Fawley Road,NW6 1TA,3.84,4.65,46044619
paid-for,5.0,Fellows Road,NW3 3NR,3.84,4.65,46047287
paid-for,2.0,Ferdinand Place,NW1 8EE,3.84,4.65,46045742
paid-for,1.0,Ferdinand Place,NW1 8DU,3.84,4.65,46045743
loading / paid-for,7.0,Ferdinand Street,NW1 8ES,3.84,4.65,46131715
paid-for / resident permit holders,5.0,Ferdinand Street,NW1 8ED,3.84,4.65,46131716
paid-for,5.0,Fisher Street,WC1V 6NY,6.63,8.06,46042511
paid-for,2.0,Fisher Street,WC1B 4AE,6.63,8.06,46042782
paid-for,12.0,Fitzjohn's Avenue,NW3 6NT,4.83,5.87,46048844
paid-for,2.0,Fitzjohn's Avenue,NW3 6NX,4.83,5.87,46048843
paid-for,10.0,Fitzjohn's Avenue,NW3 6NR,4.83,5.87,46048845
paid-for,5.0,Fitzjohn's Avenue,NW3 5BA,3.84,4.65,46035692
paid-for,4.0,Fitzjohn's Avenue,NW3 5BA,3.84,4.65,46128578
paid-for,11.0,Fitzjohn's Avenue,NW3 5LS,4.83,5.87,46048963
paid-for,1.0,Fitzroy Street,W1T 5BS,6.63,8.06,46133904
paid-for,5.0,Fitzroy Street,W1T 4BL,6.63,8.06,46036100
paid-for,3.0,Flaxman Terrace,WC1H 9AR,6.63,8.06,46134579
paid-for,4.0,Flaxman Terrace,WC1H 9AW,6.63,8.06,46043289
paid-for,5.0,Fleet Road,NW3 2QX,3.84,4.65,46133248
paid-for,6.0,Fleet Road,NW3 2DG,3.84,4.65,46046280
paid-for,3.0,Fleet Road,NW3 2DG,3.84,4.65,46131396
paid-for / permit holders,3.0,Fortess Road,NW5 1AG,3.84,4.65,46045379
paid-for / permit holders,3.0,Fortess Road,NW5 1AE,3.84,4.65,46045380
paid-for,3.0,Fortess Road,NW5 2HP,3.84,4.65,46045598
paid-for,3.0,Fortess Road,NW5 2HL,3.84,4.65,46045498
paid-for / permit holders,2.0,Fortess Road,NW5 2HJ,3.84,4.65,46045403
paid-for,3.0,Fortess Road,NW5 2HP,3.84,4.65,46045171
paid-for,3.0,Fortess Walk,NW5 2EU,3.84,4.65,46045176
paid-for / resident permit holders,4.0,Fortune Green Road,NW6 1DP,2.38,2.89,46044011
paid-for,4.0,Fortune Green Road,NW6 1DS,2.38,2.89,46043998
paid-for,2.0,Fortune Green Road,NW6 1DH,2.38,2.89,46044228
paid-for / resident permit holders,7.0,Fortune Green Road,NW6 1DJ,2.38,2.89,46044014
paid-for / resident permit holders,4.0,Fortune Green Road,NW6 1DF,2.38,2.89,46133048
paid-for,2.0,Frederick Street,WC1X 0NF,6.63,8.06,46043219
paid-for,2.0,Frideswide Place,NW5 2AA,3.84,4.65,46132435
paid-for,5.0,Frideswide Place,NW5 2AA,3.84,4.65,46045154
paid-for,7.0,Frognal,NW3 6XR,3.84,4.65,46034983
paid-for,4.0,Frognal,NW3 6AP,3.84,4.65,46035637
paid-for,4.0,Frognal,NW3 6YD,3.84,4.65,46127559
paid-for,2.0,Frognal,NW3 6YD,3.84,4.65,46133063
paid-for,2.0,Gaisford Street,NW5 2AD,3.84,4.65,46130308
paid-for,5.0,Gaisford Street,NW5 2EA,3.84,4.65,46132168
paid-for,1.0,Gascony Avenue,NW6 4JL,2.38,2.89,46043395
paid-for,1.0,Gayton Road,NW3 1QW,4.83,5.87,46133587
paid-for,3.0,Gayton Road,NW3 1QW,4.83,5.87,46048733
paid-for,3.0,Georgiana Street,NW1 0EA,4.83,5.87,46047976
paid-for,2.0,Glenloch Road,NW3 4QS,3.84,4.65,46047117
paid-for / permit holders,8.0,Gloucester Avenue,NW1 8HX,4.83,5.87,46048065
paid-for / permit holders,6.0,Gloucester Avenue,NW1 8JA,4.83,5.87,46048059
